,project_source_id,Activity Type,Owner Type,Space Type,Project Size,Certification date,CBSA,USGBC Chapter,EPA Region,ASHRAE Climate Zone,Urban Rural Classification,Electric Utility Provider,address,building.URL
74,10001235,LEED,Higher Education,Laboratory,"209,080 sq ft",September 26 2008,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"1800 Paseo Rancho Castilla, Los Angeles, CA, USA",http://www.gbig.org/buildings/88420
75,10001236,LEED,Local Government,Public Assembly,"14,750 sq ft",May 19 2008,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"24000 S Western Ave, Los Angeles, CA, USA",http://www.gbig.org/buildings/31515
76,10001237,LEED,Higher Education,Laboratory,"118,321 sq ft",September 03 2008,"Modesto, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Medium metro,Turlock Irrigation District,"801 W Monte Vista Ave, Turlock, CA, USA",http://www.gbig.org/buildings/20504
77,10001255,LEED,Local Government,Service,"76,540 sq ft",December 16 2009,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"1 Airport Dr, Oakland International Airport (OAK), Oakland, CA, USA",http://www.gbig.org/buildings/4
78,10001268,LEED,Non-profit,Other,"3,400 sq ft",August 19 2009,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"1550 S El Camino Real, Encinitas, CA, USA",http://www.gbig.org/buildings/5255
79,10001270,LEED,Higher Education,Higher Ed,"153,000 sq ft",June 26 2012,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"1301 Avenida Cesar Chavez, Monterey Park, CA, USA",http://www.gbig.org/buildings/25853
80,10001294,LEED,Higher Education,Multi-Family Residential,"73,390 sq ft",April 04 2007,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"1 Loyola Marymount University Dr, Loyola Marymount University, Los Angeles, CA, USA",http://www.gbig.org/buildings/257
81,10001308,LEED,Higher Education,Office,"70,000 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"6201 Winnetka Avenue, Woodland Hills, CA, USA",http://www.gbig.org/buildings/112887
82,10001328,LEED,Local Government,Public Order and Safety,"7,545 sq ft",December 23 2005,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"1600 Oak Vista Way, Pleasanton, CA, USA",http://www.gbig.org/buildings/5474
83,10001333,LEED,Local Government,Public Order and Safety,"7,000 sq ft",July 02 2007,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"Berkeley Fire Department - Station 7, 3000 Shasta Road, Berkeley, CA, USA",http://www.gbig.org/buildings/971591
84,10001345,LEED,Higher Education,Higher Ed,"105,805 sq ft",March 24 2010,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"1111 Figueroa Place, Wilmington, CA, USA",http://www.gbig.org/buildings/88445
85,10001450,LEED,Higher Education,Laboratory,"128,000 sq ft",September 03 2008,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"39399 Cherry St, Newark, CA, USA",http://www.gbig.org/buildings/13702
86,10001455,LEED,Higher Education,K-12,"13,771 sq ft",September 30 2011,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"6201 Winnetka Avenue, Woodland Hills, CA, USA",http://www.gbig.org/buildings/112887
87,10001470,LEED,Corporate,Laboratory,"692,575 sq ft",October 11 2004,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"10646 Science Center Dr, San Diego, CA, USA",http://www.gbig.org/buildings/23749
88,10001471,LEED,Local Government,Public Assembly,"45,800 sq ft",June 01 2009,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Alameda Power & Telecom,"1550 Oak St, Alameda, CA, USA",http://www.gbig.org/buildings/5253
89,10001510,LEED,Local Government,Other,"65,000 sq ft",November 15 2007,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"988 Howard Street, San Francisco, CA, USA",http://www.gbig.org/buildings/112941
90,10001527,LEED,Higher Education,Higher Ed,"29,357 sq ft",April 12 2012,"Merced, CA Metropolitan Statistical Area",Central California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Small metro,Pacific Gas and Electric Co.,"5200 Lake Rd, University of California, Merced, Merced, CA, USA",http://www.gbig.org/buildings/16567
91,10001550,LEED,Local Government,Public Order and Safety,"174,404 sq ft",September 30 2009,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"180 N Los Angeles St, Los Angeles, CA, USA",http://www.gbig.org/buildings/6426
92,10001556,LEED,Local Government,Other,"95,801 sq ft",April 25 2006,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"570 S 65th St, San Diego, CA, USA",http://www.gbig.org/buildings/17352
93,10001573,LEED,Higher Education,Higher Ed,"91,274 sq ft",April 16 2013,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"5800 Fulton Ave, Los Angeles, CA, USA",http://www.gbig.org/buildings/39703
94,10001601,LEED,Local Government,Public Order and Safety,"157,505 sq ft",June 25 2008,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"1401 W 6th St, Los Angeles, CA, USA",http://www.gbig.org/buildings/26518
95,10001622,LEED,Local Government,Public Order and Safety,"387,000 sq ft",September 12 2007,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"2500 Fairmont Dr, San Leandro, CA, USA",http://www.gbig.org/buildings/9688
96,10001624,LEED,Non-profit,Office,"130,000 sq ft",April 02 2007,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"1080 Park Boulevard, San Diego, CA, USA",http://www.gbig.org/buildings/112958
97,10001653,LEED,Higher Education,Higher Ed,"68,413 sq ft",August 14 2008,"Santa Barbara-Santa Maria-Goleta, CA Metropolitan Statistical Area",California Central Coast Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Medium metro,Southern California Edison Co.,"931, University of California, Santa Barbara, Isla Vista, CA, USA",http://www.gbig.org/buildings/783876
98,10001672,LEED,Local Government,Public Order and Safety,"40,720 sq ft",October 13 2009,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"450 E Temple St, Los Angeles, CA, USA",http://www.gbig.org/buildings/15106
99,10001679,LEED,Corporate,NA,"126,000 sq ft",April 15 2008,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"223 West Carson Street, Carson, CA, USA",http://www.gbig.org/buildings/112968
100,10001696,LEED,Investor,Office,"19,722 sq ft",June 23 2006,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"5000 N Harbor Dr, San Diego, CA, USA",http://www.gbig.org/buildings/38307
101,10001709,LEED,Higher Education,Higher Ed,"122,422 sq ft",December 06 2010,"Chico, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Small metro,Pacific Gas and Electric Co.,"400 West 1st Street, California State University, Chico, Chico, CA, USA",http://www.gbig.org/buildings/783887
102,10001727,LEED,Local Government,Public Assembly,"26,270 sq ft",September 17 2009,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"8810 Judicial Dr, San Diego, CA, USA",http://www.gbig.org/buildings/1308802
103,10001732,LEED,Local Government,Other,"13,600 sq ft",May 18 2009,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large fringe metro,Pacific Gas and Electric Co.,"22 Orinda Way, Orinda, CA, USA",http://www.gbig.org/buildings/600064
104,10001768,LEED,Investor,Public Order and Safety,"12,000 sq ft",January 24 2009,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"6041 Edgewood Bend Ct, San Diego, CA, USA",http://www.gbig.org/buildings/17977
105,10001776,LEED,Local Government,Public Order and Safety,"82,000 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"500 E Temple St, Los Angeles, CA, USA",http://www.gbig.org/buildings/38201
106,10001777,LEED,Local Government,Public Assembly,"16,079 sq ft",June 13 2008,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"1401 E Anaheim St, Long Beach, CA, USA",http://www.gbig.org/buildings/4274
107,10001781,LEED,Local Government,Public Order and Safety,"15,290 sq ft",November 25 2008,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"Los Angelis Fire Station 62, 11970 Venice Boulevard, Los Angeles, CA, USA",http://www.gbig.org/buildings/783729
108,10001785,LEED,Local Government,Public Order and Safety,"15,000 sq ft",January 20 2010,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"4041 Whitsett Avenue, Los Angeles, CA, USA",http://www.gbig.org/buildings/112985
109,10001786,LEED,Corporate,Service,"3,200 sq ft",July 09 2007,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"15455 Paseo Del Sur, San Diego, CA, USA",http://www.gbig.org/buildings/1323596
110,10000370,LEED,State Government,Other,"635,000 sq ft",January 10 2006,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"100 S Main St, Los Angeles, CA, USA",http://www.gbig.org/buildings/22947
111,10000371,LEED,Higher Education,Higher Ed,"46,500 sq ft",November 05 2010,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"21250 Stevens Creek Blvd, De Anza College, Cupertino, CA, USA",http://www.gbig.org/buildings/8312
112,10000389,LEED,Higher Education,Higher Ed,"45,040 sq ft",May 18 2007,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"21250 Stevens Creek Blvd, De Anza College, Cupertino, CA, USA",http://www.gbig.org/buildings/8312
113,10000627,LEED,State Government,Higher Ed,"55,390 sq ft",July 20 2012,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large fringe metro,Pacific Gas and Electric Co.,"1 Shields Avenue, University of California Davis, Davis, CA, USA",http://www.gbig.org/buildings/45667
114,10000631,LEED,NA,Lodging,"91,400 sq ft",June 04 2007,"Napa, CA Metropolitan Statistical Area",Redwood Empire Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Small metro,Pacific Gas and Electric Co.,"3600 Broadway Street, American Canyon, CA, USA",http://www.gbig.org/buildings/112836
115,10000662,LEED,Local Government,Industrial Manufacturing,"57,248 sq ft",December 05 2006,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"28250 Constellation Road, Santa Clarita, CA, USA",http://www.gbig.org/buildings/428550
116,10000573,LEED,Local Government,Health Care,"49,245 sq ft",June 11 2010,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"14409 Vanowen St, Van Nuys, CA, USA",http://www.gbig.org/buildings/26764
117,10000593,LEED,Higher Education,Laboratory,"60,542 sq ft",October 23 2006,"Santa Barbara-Santa Maria-Goleta, CA Metropolitan Statistical Area",California Central Coast Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Medium metro,Southern California Edison Co.,"Marine Science Research, 1 UCEN Road, University of California, Santa Barbara, Santa Barbara, CA, USA",http://www.gbig.org/buildings/783606
118,10000782,LEED,Local Government,Other,"9,800 sq ft",August 14 2007,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"198 W San Ysidro Blvd, San Diego, CA, USA",http://www.gbig.org/buildings/29384
119,10000818,LEED,Corporate,Laboratory,"186,000 sq ft",April 14 2005,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"3210 Merryfield Row, San Diego, CA, USA",http://www.gbig.org/buildings/34148
120,10000822,LEED,Higher Education,Higher Ed,"121,500 sq ft",July 24 2007,"Merced, CA Metropolitan Statistical Area",Central California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Small metro,Pacific Gas and Electric Co.,"5200 Lake Rd, University of California, Merced, Merced, CA, USA",http://www.gbig.org/buildings/16567
